vial_id,cruise,vessel,haul,sex,cw,ch_cc,crab_wgt,hepato_wwt,hepato_dwt,maturity,mid_latitude,mid_longitude,gis_station,bottom_depth,gear_temperature,start_date,sample_region,lme,DWT_WWT,Perc_DWT,WWT_DWT,year
2021-AKK-92,202102,162,26,1,51.94,8.39,49,0.2976,0.0553,0,64.23399,-171.10594,CC-21,40,0.3,7282021,9,NBS,0.1858198924731183,18.58198924731183,5.381555153707052,2021
2021-AKK-93,202102,162,26,2,50.36,0,44,0.3732,0.0952,0,64.23399,-171.10594,CC-21,40,0.3,7282021,9,NBS,0.25509110396570206,25.509110396570208,3.92016806722689,2021
2021-AKK-94,202102,162,26,2,49.83,0,40,0.3409,0.0889,0,64.23399,-171.10594,CC-21,40,0.3,7282021,9,NBS,0.2607802874743327,26.07802874743327,3.834645669291338,2021
2021-AKK-95,202102,162,26,2,46.86,0,35,0.233,0.0547,0,64.23399,-171.10594,CC-21,40,0.3,7282021,9,NBS,0.23476394849785406,23.476394849785407,4.259597806215722,2021
2021-AKK-96,202102,162,26,2,44.55,0,34,0.3382,0.0829,0,64.23399,-171.10594,CC-21,40,0.3,7282021,9,NBS,0.24512123004139563,24.512123004139564,4.079613992762364,2021
2021-AKK-97,202102,162,27,2,49.06,0,37,0.3847,0.0976,0,64.28089,-170.67872,CC-20,34,0.6,7282021,9,NBS,0.2537041850792826,25.37041850792826,3.941598360655737,2021
2021-AKK-98,202102,162,27,2,54.3,0,47,0.2346,0.0452,0,64.28089,-170.67872,CC-20,34,0.6,7282021,9,NBS,0.19266837169650466,19.266837169650465,5.190265486725664,2021
2021-AKK-99,202102,162,27,2,55.07,0,51,0.2924,0.0767,0,64.28089,-170.67872,CC-20,34,0.6,7282021,9,NBS,0.262311901504788,26.2311901504788,3.8122555410691,2021
2021-AKK-100,202102,162,27,2,53.1,0,48,0.3712,0.1203,0,64.28089,-170.67872,CC-20,34,0.6,7282021,9,NBS,0.32408405172413796,32.408405172413794,3.0856192851205315,2021
2021-AKK-101,202102,162,27,1,53.24,9.65,58,0.5619,0.1521,0,64.28089,-170.67872,CC-20,34,0.6,7282021,9,NBS,0.2706887346502937,27.06887346502937,3.694280078895463,2021
2021-AKK-102,202102,162,27,2,46.72,0,32,0.3315,0.0969,0,64.28089,-170.67872,CC-20,34,0.6,7282021,9,NBS,0.29230769230769227,29.230769230769226,3.4210526315789473,2021
2021-AKK-103,202102,162,27,2,48.77,0,40,0.1609,0.0404,0,64.28089,-170.67872,CC-20,34,0.6,7282021,9,NBS,0.25108763206960844,25.108763206960845,3.9826732673267324,2021
2021-AKK-104,202102,162,27,2,51.27,0,44,0.2609,0.0671,0,64.28089,-170.67872,CC-20,34,0.6,7282021,9,NBS,0.2571866615561518,25.71866615561518,3.8882265275707897,2021
2021-AKK-105,202102,162,27,2,43.52,0,29,0.3464,0.0917,0,64.28089,-170.67872,CC-20,34,0.6,7282021,9,NBS,0.2647228637413395,26.47228637413395,3.777535441657579,2021
2021-AKK-106,202102,162,28,1,51.34,7.33,50,0.2701,0.115,0,64.31672,-169.83788,CC-19,39,0.3,7292021,9,NBS,0.4257682339874121,42.57682339874121,2.348695652173913,2021
2021-AKK-107,202102,162,28,1,52.68,7.68,44,0.4736,0.188,0,64.31672,-169.83788,CC-19,39,0.3,7292021,9,NBS,0.39695945945945943,39.695945945945944,2.519148936170213,2021
2021-AKK-108,202102,162,28,2,49.91,0,42,0.2863,0.0975,0,64.31672,-169.83788,CC-19,39,0.3,7292021,9,NBS,0.3405518686692281,34.05518686692281,2.936410256410256,2021
2021-AKK-109,202102,162,28,2,46.67,0,33,0.16,0.0618,0,64.31672,-169.83788,CC-19,39,0.3,7292021,9,NBS,0.38625,38.625,2.588996763754045,2021
2021-AKK-110,202102,162,28,2,47.34,0,35,0.6405,0.2364,0,64.31672,-169.83788,CC-19,39,0.3,7292021,9,NBS,0.3690866510538642,36.90866510538642,2.7093908629441623,2021
2021-AKK-111,202102,162,28,2,52.97,0,45,0.253,0.0992,0,64.31672,-169.83788,CC-19,39,0.3,7292021,9,NBS,0.392094861660079,39.2094861660079,2.5504032258064515,2021
2021-AKK-112,202102,162,28,2,46.29,0,28,0.3211,0.1394,0,64.31672,-169.83788,CC-19,39,0.3,7292021,9,NBS,0.4341326689504827,43.41326689504827,2.303443328550933,2021
2021-AKK-113,202102,162,28,2,46.96,0,34,0.3114,0.0665,0,64.31672,-169.83788,CC-19,39,0.3,7292021,9,NBS,0.21355170199100834,21.355170199100833,4.682706766917293,2021
2021-AKK-114,202102,162,28,2,48.03,0,37,0.4163,0.1486,0,64.31672,-169.83788,CC-19,39,0.3,7292021,9,NBS,0.35695411962527024,35.695411962527025,2.801480484522207,2021
2021-AKK-115,202102,162,29,2,54.73,0,48,0.2261,0.0762,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.3370190181335692,33.70190181335692,2.9671916010498687,2021
2021-AKK-116,202102,162,29,2,57.04,0,55,0.4027,0.1352,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.3357337968711199,33.573379687111995,2.9785502958579886,2021
2021-AKK-117,202102,162,29,2,53.57,0,44,0.4747,0.1841,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.3878238887718559,38.78238887718559,2.578489951113525,2021
2021-AKK-118,202102,162,29,1,59.35,9.82,70,0.5296,0.1738,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.3281722054380665,32.817220543806656,3.0471806674338318,2021
2021-AKK-119,202102,162,29,1,50.79,7.9,49,0.28,0.1029,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.3675,36.75,2.7210884353741496,2021
2021-AKK-120,202102,162,29,2,60.6,0,68,0.3998,0.1318,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.32966483241620814,32.966483241620814,3.0333839150227617,2021
2021-AKK-121,202102,162,29,2,57.34,0,55,0.4469,0.1443,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.3228910270754084,32.28910270754084,3.097020097020097,2021
2021-AKK-122,202102,162,29,2,53.65,0,49,0.2388,0.0883,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.36976549413735343,36.97654941373534,2.7044167610419025,2021
2021-AKK-123,202102,162,29,2,50.47,0,41,0.1991,0.061,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.3063787041687594,30.63787041687594,3.2639344262295085,2021
2021-AKK-124,202102,162,29,2,50.42,0,40,0.2381,0.0721,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.3028139437211256,30.28139437211256,3.302357836338419,2021
2021-AKK-125,202102,162,29,2,49.69,0,37,0.4972,0.1734,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.3487530168946098,34.87530168946098,2.867358708189158,2021
2021-AKK-126,202102,162,29,2,51.79,0,44,0.2087,0.0612,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.29324389075227597,29.324389075227597,3.4101307189542482,2021
2021-AKK-127,202102,162,29,2,46.09,0,31,0.246,0.0723,0,64.65693,-169.90694,DD-19,47,0.3,7292021,9,NBS,0.2939024390243903,29.39024390243903,3.4024896265560165,2021
2021-AKK-128,202102,162,33,2,51.19,0,49,0.3188,0.1182,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.3707653701380176,37.076537013801754,2.6971235194585446,2021
2021-AKK-129,202102,162,33,1,58.62,9.91,73,0.2416,0.0764,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.31622516556291386,31.622516556291387,3.1623036649214664,2021
2021-AKK-130,202102,162,33,1,58.55,9.64,76,0.3156,0.1095,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.34695817490494296,34.6958174904943,2.8821917808219175,2021
2021-AKK-131,202102,162,33,1,52.75,8.6,60,0.4841,0.1505,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.3108861805412105,31.08861805412105,3.216611295681063,2021
2021-AKK-132,202102,162,33,1,55.79,9.49,67,0.2719,0.0916,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.336888561971313,33.6888561971313,2.9683406113537116,2021
2021-AKK-133,202102,162,33,1,58.73,9.44,74,0.3365,0.1006,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.2989598811292719,29.895988112927192,3.3449304174950303,2021
2021-AKK-134,202102,162,33,1,56.56,8.92,69,0.3518,0.1115,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.31694144400227403,31.694144400227405,3.155156950672646,2021
2021-AKK-135,202102,162,33,1,55.95,9.39,68,0.1495,0.0462,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.30903010033444817,30.903010033444815,3.235930735930736,2021
2021-AKK-136,202102,162,33,1,58.66,8.39,74,0.3854,0.1387,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.35988583290088216,35.988583290088215,2.778658976207643,2021
2021-AKK-137,202102,162,33,1,67.03,11.6,116,0.3206,0.1087,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.3390517779164068,33.905177791640675,2.9494020239190433,2021
2021-AKK-138,202102,162,33,2,54.26,0,54,0.3016,0.1023,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.33919098143236076,33.91909814323608,2.9481915933528833,2021
2021-AKK-139,202102,162,33,2,54.08,0,56,0.1026,0.0323,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.3148148148148148,31.48148148148148,3.176470588235294,2021
2021-AKK-140,202102,162,33,2,51.93,0,44,0.1648,0.0547,0,65.2529,-168.94758,FF-18,52,2.2,7302021,9,NBS,0.33191747572815533,33.19174757281553,3.0127970749542965,2021
2021-VA-1,202101,94,104,1,73.57,14.42,164,0.313,0.0736,0,59.32582,-169.88594,N-20,61,3.1,6252021,3,EBS,0.23514376996805111,23.51437699680511,4.252717391304348,2021
2021-VA-2,202101,94,104,1,80.83,16.55,200,0.3421,0.0835,1,59.32582,-169.88594,N-20,61,3.1,6252021,3,EBS,0.24408067816427945,24.408067816427945,4.097005988023952,2021
2021-VA-3,202101,94,105,1,84.45,13.96,212,0.3592,0.0853,0,58.99643,-169.83571,M-20,63,3.5,6252021,3,EBS,0.23747216035634744,23.747216035634743,4.211019929660024,2021
2021-VA-4,202101,94,105,1,87.83,16.69,238,0.3229,0.0782,0,58.99643,-169.83571,M-20,63,3.5,6252021,3,EBS,0.24218024156085474,24.218024156085473,4.129156010230179,2021
2021-VA-5,202101,94,107,1,93.36,18.15,288,0.3763,0.132,0,58.33916,-169.72913,K-20,69,3.1,6252021,3,EBS,0.35078394897688014,35.078394897688014,2.8507575757575756,2021
2021-VA-6,202101,94,104,1,83.35,15.93,196,0.3024,0.0845,0,59.32582,-169.88594,N-20,61,3.1,6252021,3,EBS,0.279431216931217,27.943121693121697,3.578698224852071,2021
2021-VA-7,202101,94,105,1,91.8,17.38,280,0.3198,0.0854,0,58.99643,-169.83571,M-20,63,3.5,6252021,3,EBS,0.26704190118824267,26.70419011882427,3.744730679156908,2021
2021-VA-8,202101,94,105,1,84.61,16.26,224,0.3391,0.0977,0,58.99643,-169.83571,M-20,63,3.5,6252021,3,EBS,0.2881156001179593,28.81156001179593,3.470829068577278,2021
2021-VA-9,202101,94,128,1,85.79,15.29,226,0.3394,0.1021,0,58.662350000000004,-170.43126,L-21,74,3.1,7012021,3,EBS,0.30082498526812024,30.082498526812024,3.324191968658178,2021
2021-VA-10,202101,94,104,1,78.88,15.53,188,0.3471,0.0632,0,59.32582,-169.88594,N-20,61,3.1,6252021,3,EBS,0.18208009219245175,18.208009219245174,5.492088607594937,2021
2021-VA-11,202101,94,106,1,91.8,18,294,0.3709,0.0954,0,58.66873,-169.78651,L-20,67,3.7,6252021,3,EBS,0.25721218657320033,25.721218657320033,3.8878406708595388,2021
2021-VA-12,202101,94,106,1,91.84,17.74,294,0.3177,0.0874,0,58.66873,-169.78651,L-20,67,3.7,6252021,3,EBS,0.2751022977651873,27.51022977651873,3.6350114416475967,2021
2021-VA-13,202101,94,103,1,73.35,13.76,146,0.3216,0.0918,0,59.6737,-169.91835,O-20,57,3.1,6252021,3,EBS,0.28544776119402987,28.544776119402986,3.5032679738562087,2021
2021-VA-14,202101,94,107,1,92.74,16.5,266,0.6096,0.1727,0,58.33916,-169.72913,K-20,69,3.1,6252021,3,EBS,0.2833005249343832,28.330052493438316,3.5298204979733647,2021
2021-VA-15,202101,94,105,1,87.73,17.03,246,0.3468,0.0938,0,58.99643,-169.83571,M-20,63,3.5,6252021,3,EBS,0.2704728950403691,27.047289504036907,3.697228144989339,2021
2021-VA-16,202101,94,106,1,95.31,17.71,304,0.3256,0.0758,0,58.66873,-169.78651,L-20,67,3.7,6252021,3,EBS,0.23280098280098283,23.280098280098283,4.295514511873351,2021
2021-VA-17,202101,94,128,1,88.47,14.77,240,0.3352,0.1103,0,58.662350000000004,-170.43126,L-21,74,3.1,7012021,3,EBS,0.3290572792362768,32.90572792362768,3.038984587488667,2021
2021-VA-18,202101,94,107,1,94.32,18.32,270,0.2981,0.0965,0,58.33916,-169.72913,K-20,69,3.1,6252021,3,EBS,0.3237168735323717,32.37168735323717,3.0891191709844557,2021
2021-VA-19,202101,94,128,1,88.85,17.43,258,0.3126,0.1076,0,58.662350000000004,-170.43126,L-21,74,3.1,7012021,3,EBS,0.34420985284708894,34.42098528470889,2.9052044609665426,2021
2021-VA-20,202101,94,103,1,72.15,12.9,134,0.3177,0.0928,0,59.6737,-169.91835,O-20,57,3.1,6252021,3,EBS,0.29209946490399746,29.209946490399748,3.4234913793103448,2021
2021-VA-21,202101,94,106,1,90.17,17.64,270,0.3175,0.0761,0,58.66873,-169.78651,L-20,67,3.7,6252021,3,EBS,0.23968503937007873,23.968503937007874,4.1721419185282524,2021
2021-VA-22,202101,94,128,1,86.6,16.53,240,0.3107,0.1031,0,58.662350000000004,-170.43126,L-21,74,3.1,7012021,3,EBS,0.33183134856775026,33.18313485677503,3.013579049466537,2021
2021-VA-23,202101,94,105,1,88.71,16.85,248,0.3207,0.0898,0,58.99643,-169.83571,M-20,63,3.5,6252021,3,EBS,0.28001247271593394,28.001247271593392,3.5712694877505564,2021
2021-VA-24,202101,94,107,1,93.29,17.1,NA,0.3308,0.0975,0,58.33916,-169.72913,K-20,69,3.1,6252021,3,EBS,0.29474002418379686,29.474002418379687,3.3928205128205127,2021
2021-VA-25,202101,94,106,1,80.61,15.91,200,0.3315,0.0947,0,58.66873,-169.78651,L-20,67,3.7,6252021,3,EBS,0.2856711915535445,28.567119155354447,3.5005279831045404,2021
2021-VA-26,202101,94,107,1,94.23,19.12,318,0.1519,0.0455,0,58.33916,-169.72913,K-20,69,3.1,6252021,3,EBS,0.2995391705069124,29.953917050691242,3.3384615384615386,2021
2021-VA-27,202101,94,107,1,91.12,18.11,NA,0.3485,0.1121,0,58.33916,-169.72913,K-20,69,3.1,6252021,3,EBS,0.3216642754662841,32.16642754662841,3.108831400535236,2021
2021-VA-28,202101,94,113,1,86.41,15.7,220,0.3406,0.1465,0,57.17713,-169.31361,HG2019,73,4.1,6272021,2,EBS,0.4301233118027011,43.01233118027011,2.324914675767918,2021
2021-VA-29,202101,94,106,1,91.6,17.72,284,0.3448,0.0859,0,58.66873,-169.78651,L-20,67,3.7,6252021,3,EBS,0.24912993039443157,24.91299303944316,4.013969732246799,2021
2021-VA-30,202101,94,104,1,86.27,15.7,206,0.3154,0.0739,0,59.32582,-169.88594,N-20,61,3.1,6252021,3,EBS,0.2343056436271401,23.43056436271401,4.2679296346414075,2021
2021-VA-31,202101,94,42,1,89.65,15.65,270,0.3161,0.0659,0,55.71306,-163.98506,C-07,93,3.5,6082021,NA,NA,0.2084783296425182,20.84783296425182,4.796661608497724,2021
2021-VA-32,202101,94,137,1,93.86,16.29,NA,0.3066,0.0729,0,61.00118,-172.13922,S-23,64,1.7,7042021,4,EBS,0.2377690802348337,23.77690802348337,4.205761316872428,2021
2021-VA-33,202101,94,129,1,83.67,17.06,236,0.3166,0.1074,1,58.98934,-170.47748,M-21,72,2.8,7022021,3,EBS,0.3392293114339861,33.92293114339861,2.9478584729981376,2021
2021-VA-34,202101,94,129,1,86.17,16.5,214,0.3256,0.1165,0,58.98934,-170.47748,M-21,72,2.8,7022021,3,EBS,0.3578009828009828,35.78009828009828,2.794849785407725,2021
2021-VA-35,202101,94,136,1,84.31,15.32,NA,0.3097,0.0773,0,60.97536,-171.49696,S-22,61,1.7,7032021,4,EBS,0.24959638359702938,24.959638359702936,4.00646830530401,2021
2021-VA-36,202101,94,128,1,85.02,16.03,238,0.2986,0.0933,0,58.662350000000004,-170.43126,L-21,74,3.1,7012021,3,EBS,0.31245813797722705,31.245813797722704,3.20042872454448,2021
2021-VA-37,202101,94,150,1,87.9,15.27,248,0.3821,0.137,0,58.00583,-171.59305,J-23,98,3.3,7062021,2,EBS,0.3585448835383408,35.85448835383408,2.7890510948905107,2021
2021-VA-38,202101,94,134,1,88.7,17.99,266,0.4644,0.1218,1,60.33417,-171.33298,Q-22,67,2.3,7032021,4,EBS,0.26227390180878557,26.227390180878558,3.8128078817733986,2021
2021-VA-39,202101,94,142,1,89.76,16.4,276,0.4337,0.0938,0,59.83505,-172.90544,PO2524,79,2,7052021,4,EBS,0.21627853354853585,21.627853354853585,4.6236673773987205,2021
2021-VA-40,202101,94,136,1,78.81,14.72,NA,0.3247,0.093,0,60.97536,-171.49696,S-22,61,1.7,7032021,4,EBS,0.2864182322143517,28.64182322143517,3.4913978494623654,2021
2021-VA-41,202101,94,137,1,70.37,13.38,144,0.3434,0.0635,0,61.00118,-172.13922,S-23,64,1.7,7042021,4,EBS,0.18491555037856727,18.491555037856727,5.407874015748031,2021
2021-VA-42,202101,94,134,1,87.42,16.62,232,0.3132,0.0737,0,60.33417,-171.33298,Q-22,67,2.3,7032021,4,EBS,0.2353128991060026,23.531289910600258,4.24966078697422,2021
2021-VA-43,202101,94,129,1,81.27,15.67,206,0.3232,0.1106,0,58.98934,-170.47748,M-21,72,2.8,7022021,3,EBS,0.34220297029702973,34.22029702970298,2.9222423146473777,2021
2021-VA-44,202101,94,142,1,93.03,17.04,286,0.315,0.0734,0,59.83505,-172.90544,PO2524,79,2,7052021,4,EBS,0.23301587301587304,23.301587301587304,4.291553133514986,2021
2021-VA-45,202101,94,142,1,87.4,15.79,262,0.307,0.0689,0,59.83505,-172.90544,PO2524,79,2,7052021,4,EBS,0.22442996742671012,22.442996742671014,4.455732946298983,2021
2021-VA-46,202101,94,128,1,86.96,15.03,238,0.325,0.0944,0,58.662350000000004,-170.43126,L-21,74,3.1,7012021,3,EBS,0.29046153846153844,29.046153846153842,3.442796610169492,2021
2021-VA-47,202101,94,129,1,82.07,16.3,206,0.3572,0.107,0,58.98934,-170.47748,M-21,72,2.8,7022021,3,EBS,0.29955207166853304,29.955207166853302,3.338317757009346,2021
2021-VA-48,202101,94,142,1,88.1,16.61,264,0.3135,0.0659,0,59.83505,-172.90544,PO2524,79,2,7052021,4,EBS,0.210207336523126,21.0207336523126,4.757207890743551,2021
2021-VA-49,202101,94,142,1,92.21,18.07,292,0.6137,0.1331,0,59.83505,-172.90544,PO2524,79,2,7052021,4,EBS,0.21688121231872248,21.68812123187225,4.610818933132983,2021
2021-VA-50,202101,94,134,1,90.79,16.76,250,0.3106,0.0816,0,60.33417,-171.33298,Q-22,67,2.3,7032021,4,EBS,0.26271732131358666,26.271732131358664,3.806372549019607,2021
2021-VA-51,202101,94,134,1,88.37,15.95,228,0.3161,0.0765,0,60.33417,-171.33298,Q-22,67,2.3,7032021,4,EBS,0.24201202151217968,24.201202151217966,4.132026143790849,2021
2021-VA-52,202101,94,132,1,82.81,14.45,NA,0.3047,0.0924,0,59.99164,-170.63108,P-21,65,3.3,7022021,4,EBS,0.30324909747292417,30.324909747292416,3.297619047619048,2021
2021-VA-53,202101,94,134,1,90.04,17.33,258,0.3293,0.0866,0,60.33417,-171.33298,Q-22,67,2.3,7032021,4,EBS,0.26298208320680233,26.29820832068023,3.802540415704388,2021
2021-VA-54,202101,94,134,1,88.46,16.53,242,0.3961,0.0913,0,60.33417,-171.33298,Q-22,67,2.3,7032021,4,EBS,0.230497349154254,23.0497349154254,4.338444687842278,2021
2021-VA-55,202101,94,132,1,85.5,15.44,NA,0.3342,0.1081,0,59.99164,-170.63108,P-21,65,3.3,7022021,4,EBS,0.3234590065828845,32.34590065828845,3.091581868640148,2021
2021-VA-56,202101,94,129,1,86.1,16.52,242,0.3192,0.1002,0,58.98934,-170.47748,M-21,72,2.8,7022021,3,EBS,0.31390977443609025,31.390977443609025,3.18562874251497,2021
2021-VA-57,202101,94,132,1,81.6,14.66,198,0.3348,0.1169,0,59.99164,-170.63108,P-21,65,3.3,7022021,4,EBS,0.3491636798088411,34.91636798088411,2.8639863130881094,2021
2021-VA-58,202101,94,138,1,89.9,16.71,NA,0.308,0.0609,0,60.68044,-172.11475,R-23,61,1.9,7042021,4,EBS,0.19772727272727275,19.772727272727273,5.057471264367816,2021
2021-VA-59,202101,94,132,1,85.27,14.66,NA,0.3338,0.107,0,59.99164,-170.63108,P-21,65,3.3,7022021,4,EBS,0.32055122828040744,32.055122828040744,3.119626168224299,2021
2021-VA-60,202101,94,129,1,88.17,17.31,252,0.3325,0.101,0,58.98934,-170.47748,M-21,72,2.8,7022021,3,EBS,0.3037593984962406,30.37593984962406,3.292079207920792,2021
2021-VA-61,202101,94,165,1,95.84,17.7,NA,0.3344,0.1133,0,58.98877,-173.07986,M-25,107,2.7,7142021,5,EBS,0.33881578947368424,33.881578947368425,2.9514563106796117,2021
2021-VA-62,202101,94,174,1,76.9,14.61,184,0.3428,0.1536,0,61.00998,-175.54969,S-28,102,1.5,7162021,5,EBS,0.4480746791131855,44.80746791131855,2.2317708333333335,2021
2021-VA-63,202101,94,174,1,94.07,18.2,286,0.3226,0.1085,0,61.00998,-175.54969,S-28,102,1.5,7162021,5,EBS,0.33632982021078733,33.63298202107873,2.973271889400922,2021
2021-VA-64,202101,94,167,2,58.17,0,62,0.4553,0.0923,0,59.32609,-173.80514,N-26,111,2.6,7152021,5,EBS,0.2027234790248188,20.27234790248188,4.932827735644637,2021
2021-VA-65,202101,94,172,1,80.97,15.04,216,0.3321,0.0699,0,60.6563,-174.82539,R-27,98,1.8,7162021,4,EBS,0.2104787714543812,21.04787714543812,4.75107296137339,2021
2021-VA-66,202101,94,174,1,91.41,16.21,262,0.3013,0.0923,0,61.00998,-175.54969,S-28,102,1.5,7162021,5,EBS,0.3063391968138068,30.63391968138068,3.2643553629469126,2021
2021-VA-67,202101,94,173,1,87.1,16.7,244,0.3173,0.0917,0,60.98117,-174.87678,S-27,92,1.7,7162021,4,EBS,0.28900094547746613,28.900094547746612,3.4601962922573613,2021
2021-VA-68,202101,94,151,1,90.42,17.36,NA,0.4018,0.1666,0,57.6774,-171.52829,I-23,99,3.6,7072021,2,EBS,0.4146341463414634,41.46341463414634,2.411764705882353,2021
2021-VA-69,202101,94,173,1,88.44,16.01,228,0.3081,0.1059,0,60.98117,-174.87678,S-27,92,1.7,7162021,4,EBS,0.34371957156767285,34.37195715676729,2.909348441926346,2021
2021-VA-70,202101,94,151,1,82.59,15.09,218,0.3182,0.1455,0,57.6774,-171.52829,I-23,99,3.6,7072021,2,EBS,0.4572595851665619,45.72595851665619,2.186941580756014,2021
2021-VA-71,202101,94,151,1,92.65,17.76,NA,0.4269,0.1574,0,57.6774,-171.52829,I-23,99,3.6,7072021,2,EBS,0.36870461466385573,36.87046146638557,2.7121982210927573,2021
2021-VA-72,202101,94,173,1,88.1,15.11,248,0.3653,0.0813,0,60.98117,-174.87678,S-27,92,1.7,7162021,4,EBS,0.222556802627977,22.2556802627977,4.493234932349324,2021
2021-VA-73,202101,94,150,1,88.57,16.62,264,0.3374,0.1483,0,58.00583,-171.59305,J-23,98,3.3,7062021,2,EBS,0.43953764078245405,43.953764078245406,2.275118004045853,2021
2021-VA-74,202101,94,176,1,86.91,16.81,NA,0.39,0.1915,0,60.33854,-175.38804,Q-28,111,2,7172021,5,EBS,0.491025641025641,49.1025641025641,2.0365535248041775,2021
2021-VA-75,202101,94,174,1,88.57,17.21,NA,0.3302,0.1075,0,61.00998,-175.54969,S-28,102,1.5,7162021,5,EBS,0.3255602665051484,32.55602665051484,3.0716279069767443,2021
2021-VA-76,202101,94,151,1,84.43,14.19,NA,0.3592,0.1469,0,57.6774,-171.52829,I-23,99,3.6,7072021,2,EBS,0.40896436525612473,40.89643652561247,2.445200816882233,2021
2021-VA-77,202101,94,175,1,88.19,17.38,272,0.3324,0.0777,0,60.68122,-175.45864,R-28,107,1.7,7162021,5,EBS,0.2337545126353791,23.37545126353791,4.277992277992277,2021
2021-VA-78,202101,94,150,1,82.17,15.3,NA,0.3338,0.1519,0,58.00583,-171.59305,J-23,98,3.3,7062021,2,EBS,0.4550629119233074,45.506291192330735,2.1974983541803814,2021
2021-VA-79,202101,94,173,1,85.24,16.81,256,0.3229,0.0848,0,60.98117,-174.87678,S-27,92,1.7,7162021,4,EBS,0.26262000619386805,26.262000619386804,3.8077830188679247,2021
2021-VA-80,202101,94,173,1,95.27,17.11,288,0.3534,0.1063,0,60.98117,-174.87678,S-27,92,1.7,7162021,4,EBS,0.30079230333899265,30.079230333899265,3.324553151458137,2021
2021-VA-81,202101,94,151,1,93.23,16.84,NA,0.3314,0.1285,0,57.6774,-171.52829,I-23,99,3.6,7072021,2,EBS,0.38774894387447195,38.7748943874472,2.5789883268482487,2021
2021-VA-82,202101,94,153,1,91.89,NA,336,0.3115,0.1141,NA,56.6693,-171.95965,F-24,126,4.1,7122021,6,EBS,0.36629213483146067,36.62921348314607,2.7300613496932518,2021
2021-VA-83,202101,94,171,1,82.86,14.37,NA,0.3548,0.1631,0,60.31753,-174.70464,Q-27,103,1.9,7162021,5,EBS,0.459695603156708,45.9695603156708,2.175352544451257,2021
2021-VA-84,202101,94,150,1,88.2,16,262,0.3618,0.1701,0,58.00583,-171.59305,J-23,98,3.3,7062021,2,EBS,0.47014925373134325,47.014925373134325,2.126984126984127,2021
2021-VA-85,202101,94,150,1,96.1,19.31,NA,0.451,0.21,0,58.00583,-171.59305,J-23,98,3.3,7062021,2,EBS,0.46563192904656314,46.56319290465631,2.1476190476190475,2021
2021-VA-86,202101,94,173,1,94.41,17.11,302,0.3228,0.0959,0,60.98117,-174.87678,S-27,92,1.7,7162021,4,EBS,0.29708798017348204,29.708798017348204,3.3660062565172053,2021
2021-VA-87,202101,94,171,1,83.53,15.69,228,0.3709,0.1692,0,60.31753,-174.70464,Q-27,103,1.9,7162021,5,EBS,0.45618765165812886,45.61876516581289,2.192080378250591,2021
2021-VA-88,202101,94,150,1,90.11,17.72,270,0.2452,0.1175,0,58.00583,-171.59305,J-23,98,3.3,7062021,2,EBS,0.4792006525285481,47.92006525285481,2.086808510638298,2021
2021-VA-89,202101,94,153,1,92.21,NA,284,0.2657,0.1092,NA,56.6693,-171.95965,F-24,126,4.1,7122021,6,EBS,0.41098983816334217,41.09898381633422,2.433150183150183,2021
2021-VA-90,202101,94,175,1,93.37,17.21,306,0.3059,0.0772,0,60.68122,-175.45864,R-28,107,1.7,7162021,5,EBS,0.2523700555737169,25.23700555737169,3.9624352331606216,2021
2021-VA-91,202101,94,188,1,92.83,16.83,NA,0.3409,0.1576,0,60.97676,-176.26886,S-29,113,1.6,7192021,5,EBS,0.46230566148430624,46.230566148430626,2.1630710659898478,2021
