vial_id,cruise,vessel,haul,sex,cw,ch_cc,crab_wgt,hepato_wwt,hepato_dwt,maturity,mid_latitude,mid_longitude,gis_station,bottom_depth,gear_temperature,start_date,sample_region,lme,DWT_WWT,Perc_DWT,WWT_DWT,year
2022-AKK-22,202202,162,3,2,48.65,0,39,0.3069,0.1056,0,62.32656,-174.58062,W-26,71,-1.5,7292022,7,NBS,0.3440860215053763,34.40860215053763,2.90625,2022
2022-AKK-23,202202,162,3,2,45.21,0,29,0.3294,0.1066,0,62.32656,-174.58062,W-26,71,-1.5,7292022,7,NBS,0.32361870066788095,32.36187006678809,3.0900562851782367,2022
2022-AKK-24,202202,162,3,2,44.24,0,25,0.329,0.1159,0,62.32656,-174.58062,W-26,71,-1.5,7292022,7,NBS,0.35227963525835865,35.22796352583587,2.838654012079379,2022
2022-AKK-25,202202,162,3,2,46.75,0,31,0.3487,0.118,0,62.32656,-174.58062,W-26,71,-1.5,7292022,7,NBS,0.3383997705764267,33.83997705764267,2.9550847457627123,2022
2022-AKK-27,202202,162,3,1,58.1,10.08,71,0.3143,0.1104,0,62.32656,-174.58062,W-26,71,-1.5,7292022,7,NBS,0.3512567610563156,35.12567610563156,2.8469202898550727,2022
2022-AKK-28,202202,162,3,1,65.83,10.52,98,0.3409,0.1415,0,62.32656,-174.58062,W-26,71,-1.5,7292022,7,NBS,0.41507773540627746,41.507773540627745,2.4091872791519435,2022
2022-AKK-29,202202,162,3,1,54.37,9.09,58,0.3136,0.1111,0,62.32656,-174.58062,W-26,71,-1.5,7292022,7,NBS,0.3542729591836735,35.42729591836735,2.8226822682268224,2022
2022-AKK-30,202202,162,3,1,55.6,9.68,67,0.3211,0.1127,0,62.32656,-174.58062,W-26,71,-1.5,7292022,7,NBS,0.35098100280286515,35.098100280286516,2.8491570541259983,2022
2022-AKK-31,202202,162,4,1,64.47,11.47,95,0.3549,0.1257,0,62.33041,-175.28957,W-27,78,-1.6,7292022,7,NBS,0.3541842772612004,35.418427726120036,2.8233890214797133,2022
2022-AKK-32,202202,162,4,2,50.36,0,40,0.3312,0.1074,0,62.33041,-175.28957,W-27,78,-1.6,7292022,7,NBS,0.3242753623188406,32.427536231884055,3.083798882681564,2022
2022-AKK-33,202202,162,4,1,56.22,8.77,64,0.3168,0.0954,0,62.33041,-175.28957,W-27,78,-1.6,7292022,7,NBS,0.3011363636363636,30.11363636363636,3.3207547169811322,2022
2022-AKK-34,202202,162,4,2,45.01,0,31,0.317,0.1092,0,62.33041,-175.28957,W-27,78,-1.6,7292022,7,NBS,0.3444794952681388,34.44794952681388,2.902930402930403,2022
2022-AKK-35,202202,162,4,1,56.18,9.3,60,0.3317,0.1083,0,62.33041,-175.28957,W-27,78,-1.6,7292022,7,NBS,0.32649984926138076,32.649984926138075,3.0627885503231767,2022
2022-AKK-36,202202,162,4,2,45.13,0,29,0.314,0.1008,0,62.33041,-175.28957,W-27,78,-1.6,7292022,7,NBS,0.32101910828025476,32.101910828025474,3.115079365079365,2022
2022-AKK-37,202202,162,4,2,46.41,0,35,0.3125,0.0997,0,62.33041,-175.28957,W-27,78,-1.6,7292022,7,NBS,0.31904,31.904,3.134403209628887,2022
2022-AKK-38,202202,162,4,2,47.26,0,33,0.3221,0.1151,0,62.33041,-175.28957,W-27,78,-1.6,7292022,7,NBS,0.3573424402359516,35.73424402359516,2.798436142484796,2022
2022-AKK-39,202202,162,6,1,55.76,8.73,61,0.3442,0.1121,0,62.65939,-173.95076,X-25,70,-1.5,7302022,7,NBS,0.3256827425915166,32.56827425915166,3.0704727921498662,2022
2022-AKK-40,202202,162,6,2,46.74,0,33,0.3027,0.0987,0,62.65939,-173.95076,X-25,70,-1.5,7302022,7,NBS,0.3260654112983151,32.60654112983151,3.0668693009118546,2022
2022-AKK-41,202202,162,20,1,58.69,9.38,73,0.3326,0.1231,0,64.63831,-169.13645,DD-18,44,1.8,8062022,9,NBS,0.37011425135297654,37.01142513529766,2.7018683996750608,2022
2022-AKK-42,202202,162,20,1,52.65,9.62,61,0.3002,0.1313,0,64.63831,-169.13645,DD-18,44,1.8,8062022,9,NBS,0.43737508327781477,43.73750832778148,2.2863670982482867,2022
2022-AKK-43,202202,162,20,1,50.02,8.46,44,0.3008,0.0856,0,64.63831,-169.13645,DD-18,44,1.8,8062022,9,NBS,0.28457446808510634,28.457446808510632,3.5140186915887854,2022
2022-AKK-44,202202,162,15,2,54.94,0,56,0.3343,0.1152,0,65.22116,-168.88522,FF-18,53,1.6,8042022,9,NBS,0.34460065809153456,34.460065809153456,2.9019097222222223,2022
2022-AKK-45,202202,162,15,2,52.44,0,46,0.3054,0.0991,0,65.22116,-168.88522,FF-18,53,1.6,8042022,9,NBS,0.3244924688932547,32.44924688932547,3.0817356205852677,2022
2022-AKK-46,202202,162,15,2,55.97,0,57,0.4383,0.139,0,65.22116,-168.88522,FF-18,53,1.6,8042022,9,NBS,0.31713438284280177,31.713438284280176,3.1532374100719425,2022
2022-AKK-47,202202,162,14,1,55.86,9.45,67,0.3236,0.1269,0,65.34335,-168.42497,FF-01,53,2.2,8042022,9,NBS,0.39215080346106307,39.215080346106305,2.5500394011032306,2022
2022-AKK-48,202202,162,14,1,51.63,8.12,51,0.3404,0.1211,0,65.34335,-168.42497,FF-01,53,2.2,8042022,9,NBS,0.3557579318448884,35.57579318448884,2.810900082576383,2022
2022-AKK-49,202202,162,14,1,57.26,9.66,70,0.3378,0.1001,0,65.34335,-168.42497,FF-01,53,2.2,8042022,9,NBS,0.2963291888691533,29.632918886915334,3.3746253746253747,2022
2022-AKK-50,202202,162,14,1,54.3,10.11,65,0.3319,0.0925,0,65.34335,-168.42497,FF-01,53,2.2,8042022,9,NBS,0.27869840313347394,27.869840313347392,3.588108108108108,2022
2022-AKK-51,202202,162,21,2,40.98,0,24,0.3252,0.1308,0,64.31985,-169.11643,CC-18,41,1.1,8062022,9,NBS,0.4022140221402214,40.22140221402214,2.4862385321100917,2022
2022-AKK-52,202202,162,21,1,47.16,7.11,37,0.309,0.094,0,64.31985,-169.11643,CC-18,41,1.1,8062022,9,NBS,0.3042071197411003,30.42071197411003,3.2872340425531914,2022
2022-AKK-53,202202,162,21,1,49.83,5.66,44,0.3104,0.1052,0,64.31985,-169.11643,CC-18,41,1.1,8062022,9,NBS,0.3389175257731959,33.891752577319586,2.950570342205323,2022
2022-AKK-54,202202,162,23,1,50.57,8.43,52,0.3076,0.1302,0,63.67053,-169.00176,AA-18,35,4.6,8062022,8,NBS,0.42327698309492856,42.32769830949286,2.3625192012288783,2022
2022-AKK-55,202202,162,23,1,59.01,9.48,77,0.3547,0.1322,0,63.67053,-169.00176,AA-18,35,4.6,8062022,8,NBS,0.3727093318297153,37.270933182971525,2.683055975794251,2022
2022-AKK-56,202202,162,23,2,43.74,0,27,0.3068,0.0957,0,63.67053,-169.00176,AA-18,35,4.6,8062022,8,NBS,0.31192959582790086,31.192959582790085,3.2058516196447235,2022
2022-AKK-57,202202,162,23,1,52.39,8.55,52,0.3704,0.1529,0,63.67053,-169.00176,AA-18,35,4.6,8062022,8,NBS,0.41279697624190065,41.279697624190064,2.422498364944408,2022
2022-AKK-58,202202,162,23,2,44.06,0,27,0.3296,0.0883,0,63.67053,-169.00176,AA-18,35,4.6,8062022,8,NBS,0.2679004854368932,26.79004854368932,3.7327293318233297,2022
2022-AKK-59,202202,162,23,2,46.35,0,33,0.3199,0.1153,0,63.67053,-169.00176,AA-18,35,4.6,8062022,8,NBS,0.36042513285401684,36.04251328540168,2.774501300954033,2022
2022-AKK-60,202202,162,23,2,44.57,0,29,0.3127,0.0809,0,63.67053,-169.00176,AA-18,35,4.6,8062022,8,NBS,0.2587144227694276,25.87144227694276,3.865265760197775,2022
2022-AKK-61,202202,162,39,1,54.79,8.86,62,0.3247,0.0998,0,63.33898,-173.43322,ZZ-24,71,-1.7,8102022,8,NBS,0.30736064059131507,30.736064059131508,3.253507014028056,2022
2022-AKK-62,202202,162,39,1,54.43,9.04,61,0.3138,0.1266,0,63.33898,-173.43322,ZZ-24,71,-1.7,8102022,8,NBS,0.4034416826003823,40.34416826003823,2.4786729857819907,2022
2022-AKK-63,202202,162,39,1,45.83,7.6,34,0.3298,0.1166,0,63.33898,-173.43322,ZZ-24,71,-1.7,8102022,8,NBS,0.35354760460885387,35.35476046088539,2.828473413379074,2022
2022-AKK-64,202202,162,39,2,46.35,0,33,0.3333,0.1303,0,63.33898,-173.43322,ZZ-24,71,-1.7,8102022,8,NBS,0.39093909390939097,39.093909390939096,2.5579432079815807,2022
2022-AKK-65,202202,162,39,2,46.88,0,35,0.3135,0.1124,0,63.33898,-173.43322,ZZ-24,71,-1.7,8102022,8,NBS,0.35853269537480065,35.85326953748007,2.78914590747331,2022
2022-AKK-66,202202,162,39,2,44.96,0,33,0.3144,0.1079,0,63.33898,-173.43322,ZZ-24,71,-1.7,8102022,8,NBS,0.34319338422391854,34.31933842239185,2.9138090824837817,2022
2022-AKK-67,202202,162,39,2,43.43,0,29,0.3379,0.122,0,63.33898,-173.43322,ZZ-24,71,-1.7,8102022,8,NBS,0.36105356614382955,36.105356614382956,2.7696721311475407,2022
2022-AKK-68,202202,162,36,1,60.36,12.03,85,0.3189,0.0844,1,63.66676,-172.69469,AA-23,55,-0.7,8102022,8,NBS,0.26465976795233614,26.465976795233615,3.778436018957346,2022
2022-AKK-69,202202,162,36,1,54.2,10.55,61,0.3205,0.0777,0,63.66676,-172.69469,AA-23,55,-0.7,8102022,8,NBS,0.24243369734789394,24.243369734789393,4.1248391248391245,2022
2022-AKK-70,202202,162,36,1,55.56,8.75,59,0.3103,0.0971,0,63.66676,-172.69469,AA-23,55,-0.7,8102022,8,NBS,0.31292297776345473,31.292297776345475,3.1956745623069,2022
2022-AKK-71,202202,162,36,2,49.24,0,38,0.3691,0.131,0,63.66676,-172.69469,AA-23,55,-0.7,8102022,8,NBS,0.354917366567326,35.4917366567326,2.8175572519083967,2022
2022-AKK-72,202202,162,36,2,46.92,0,37,0.3224,0.0978,0,63.66676,-172.69469,AA-23,55,-0.7,8102022,8,NBS,0.30334987593052104,30.334987593052105,3.2965235173824134,2022
2022-AKK-73,202202,162,36,2,45.09,0,30,0.3406,0.1322,0,63.66676,-172.69469,AA-23,55,-0.7,8102022,8,NBS,0.38813857897827364,38.81385789782736,2.5763993948562782,2022
2022-AKK-74,202202,162,36,2,42.08,0,29,0.4618,0.1294,0,63.66676,-172.69469,AA-23,55,-0.7,8102022,8,NBS,0.2802078822000866,28.020788220008658,3.5687789799072647,2022
2022-AKK-75,202202,162,36,2,40.16,0,23,0.3257,0.1029,0,63.66676,-172.69469,AA-23,55,-0.7,8102022,8,NBS,0.31593490942585206,31.593490942585206,3.1652089407191446,2022
2022-AKK-76,202202,162,36,1,53.7,8.48,59,0.3816,0.101,0,63.66676,-172.69469,AA-23,55,-0.7,8102022,8,NBS,0.2646750524109015,26.46750524109015,3.778217821782178,2022
2022-AKK-77,202202,162,36,1,52.05,8.8,54,0.3628,0.0992,0,63.66676,-172.69469,AA-23,55,-0.7,8102022,8,NBS,0.27342888643880925,27.342888643880926,3.6572580645161294,2022
2022-AKK-78,202202,162,43,2,47.45,0,41,0.3441,0.1012,0,63.00125,-171.84919,Y-22,54,-1.2,8112022,8,NBS,0.29410055216506825,29.410055216506827,3.400197628458498,2022
2022-AKK-79,202202,162,43,2,44.28,0,33,0.3261,0.1134,0,63.00125,-171.84919,Y-22,54,-1.2,8112022,8,NBS,0.34774609015639374,34.77460901563937,2.875661375661376,2022
2022-AKK-80,202202,162,43,2,46.54,0,36,0.3196,0.1306,0,63.00125,-171.84919,Y-22,54,-1.2,8112022,8,NBS,0.40863579474342926,40.86357947434293,2.447166921898928,2022
2022-AKK-81,202202,162,40,1,52.59,8.74,58,0.3326,0.1173,0,62.99305,-174.02492,Y-25,74,-1.6,8112022,8,NBS,0.3526758869512928,35.267588695129284,2.835464620630861,2022
2022-AKK-82,202202,162,40,1,55.49,10.36,72,0.3149,0.0859,0,62.99305,-174.02492,Y-25,74,-1.6,8112022,8,NBS,0.2727850111146396,27.27850111146396,3.6658905704307334,2022
2022-AKK-83,202202,162,22,1,57.07,9.03,68,0.3389,0.1494,0,64.00589,-169.05189,BB-18,35,3,8062022,9,NBS,0.4408380053113013,44.08380053113013,2.2684069611780453,2022
2022-AKK-84,202202,162,22,1,48.91,7.44,36,0.3818,0.1744,0,64.00589,-169.05189,BB-18,35,3,8062022,9,NBS,0.45678365636458884,45.678365636458885,2.1892201834862384,2022
2022-AKK-85,202202,162,22,1,46.69,6.94,29,0.3675,0.147,0,64.00589,-169.05189,BB-18,35,3,8062022,9,NBS,0.39999999999999997,40,2.5,2022
2022-AKK-86,202202,162,22,1,47.68,7.61,36,0.3838,0.1683,0,64.00589,-169.05189,BB-18,35,3,8062022,9,NBS,0.438509640437728,43.8509640437728,2.2804515745692213,2022
2022-AKK-87,202202,162,22,1,44.72,6.84,29,0.3812,0.1524,0,64.00589,-169.05189,BB-18,35,3,8062022,9,NBS,0.39979013641133265,39.979013641133264,2.501312335958005,2022
2022-AKK-88,202202,162,22,1,47.56,7.7,32,0.3272,0.0993,0,64.00589,-169.05189,BB-18,35,3,8062022,9,NBS,0.3034841075794621,30.34841075794621,3.295065458207452,2022
2022-AKK-89,202202,162,22,1,45.91,7.24,32,0.3415,0.1569,0,64.00589,-169.05189,BB-18,35,3,8062022,9,NBS,0.45944363103953145,45.944363103953144,2.176545570427024,2022
2022-AKK-90,202202,162,31,1,51.19,10.6,52,0.3202,0.1121,1,63.97803,-170.55256,BB-20,30,4.2,8082022,9,NBS,0.35009369144284824,35.009369144284825,2.8563782337198926,2022
2022-AKK-161,202201,162,120,1,84.28,15.07,234,0.3067,0.0687,0,59.99996,-169.97629,P-20,55,1,7032022,4,EBS,0.22399739158787088,22.39973915878709,4.46433770014556,2022
2022-AKK-162,202201,162,123,1,98.91,18.48,348,0.312,0.0862,0,59.32744,-170.53788,N-21,69,0.1,7042022,3,EBS,0.2762820512820513,27.62820512820513,3.6194895591647334,2022
2022-AKK-163,202201,162,186,2,41.01,0,29,0.3287,0.0862,0,60.33585,-177.37448,Q-31,149,1.6,7262022,5,EBS,0.26224520839671434,26.224520839671435,3.8132250580046403,2022
2022-AKK-164,202201,162,192,2,46.06,0,32,0.3453,0.1273,0,61.33116,-176.30919,T-29,106,0.9,7272022,5,EBS,0.3686649290472053,36.86649290472053,2.7124901806755695,2022
2022-AKK-165,202201,162,124,1,93.41,17.06,231,0.3141,0.096,0,59.01035,-170.48345,M-21,71,0.1,7042022,3,EBS,0.30563514804202485,30.563514804202484,3.2718749999999996,2022
2022-AKK-166,202201,162,193,1,74.52,13.26,159,0.3124,0.1105,0,61.66493,-176.47266,U-29,105,0,7272022,5,EBS,0.35371318822023046,35.37131882202304,2.8271493212669685,2022
2022-AKK-167,202201,162,192,2,57.73,0,66,0.3213,0.118,0,61.33116,-176.30919,T-29,106,0.9,7272022,5,EBS,0.36725801431683786,36.725801431683784,2.7228813559322034,2022
2022-AKK-168,202201,162,192,2,52.02,0,47,0.3984,0.1445,0,61.33116,-176.30919,T-29,106,0.9,7272022,5,EBS,0.3627008032128514,36.27008032128514,2.7570934256055364,2022
2022-AKK-169,202201,162,192,2,59.76,0,72,0.3105,0.0777,0,61.33116,-176.30919,T-29,106,0.9,7272022,5,EBS,0.25024154589371983,25.02415458937198,3.996138996138996,2022
2022-AKK-170,202201,162,126,1,90.57,17.17,337,0.3355,0.0906,0,58.66466,-171.0847,L-22,83,-0.4,7052022,3,EBS,0.2700447093889717,27.004470938897168,3.7030905077262695,2022
2022-AKK-171,202201,162,190,1,99.08,18.71,364,0.3504,0.1243,0,61.00888,-176.96671,S-30,122,1.6,7272022,5,EBS,0.3547374429223744,35.47374429223744,2.818986323411102,2022
2022-AKK-172,202201,162,150,1,99.68,18.86,342,0.3135,0.0936,0,59.3343,-172.50217,N-24,88,-0.1,7162022,3,EBS,0.2985645933014354,29.856459330143544,3.3493589743589745,2022
2022-AKK-173,202201,162,193,1,72.52,13.68,145,0.3229,0.1094,0,61.66493,-176.47266,U-29,105,0,7272022,5,EBS,0.33880458346237224,33.880458346237226,2.951553930530165,2022
2022-AKK-174,202201,162,129,1,94.22,17.41,340,0.3083,0.06,0,58.33816,-171.01678,K-22,84,-0.6,7062022,3,EBS,0.19461563412260782,19.461563412260784,5.138333333333334,2022
2022-AKK-175,202201,162,186,2,32,0,43.7,0.3289,0.1256,0,60.33585,-177.37448,Q-31,149,1.6,7262022,5,EBS,0.3818789905746427,38.18789905746427,2.618630573248408,2022
2022-AKK-177,202201,162,164,1,75.45,13.44,163,0.3281,0.1037,0,58.00653,-172.85404,J-25,109,2.7,7192022,6,EBS,0.3160621761658031,31.606217616580313,3.1639344262295084,2022
2022-AKK-178,202201,162,157,1,75.68,13.24,187,0.3381,0.0702,0,59.82958,-172.93313,PO2524,80,-0.5,7182022,4,EBS,0.20763087843833183,20.763087843833183,4.816239316239317,2022
2022-AKK-179,202201,162,151,1,89.51,16.56,265,0.3921,0.1152,0,59.6709,-172.57502,O-24,84,-0.5,7162022,3,EBS,0.29380260137719966,29.380260137719965,3.4036458333333335,2022
2022-AKK-180,202201,162,193,2,56.2,0,60,0.2967,0.0998,0,61.66493,-176.47266,U-29,105,0,7272022,5,EBS,0.33636670037074484,33.63667003707448,2.972945891783567,2022
2022-AKK-181,202201,162,192,1,113.18,22.52,591,0.3456,0.1107,0,61.33116,-176.30919,T-29,106,0.9,7272022,5,EBS,0.3203125,32.03125,3.1219512195121952,2022
2022-AKK-182,202201,162,151,1,83.96,16.71,252,0.3029,0.0876,0,59.6709,-172.57502,O-24,84,-0.5,7162022,3,EBS,0.28920435787388576,28.920435787388577,3.4577625570776256,2022
2022-AKK-183,202201,162,190,1,107.01,21.31,451,0.3319,0.1015,0,61.00888,-176.96671,S-30,122,1.6,7272022,5,EBS,0.3058150045194336,30.58150045194336,3.269950738916256,2022
2022-AKK-184,202201,162,128,1,93.14,18.31,211,0.3584,0.114,0,58.33725,-170.38538,K-21,75,0,7052022,3,EBS,0.31808035714285715,31.808035714285715,3.143859649122807,2022
2022-AKK-185,202201,162,151,1,75.34,12.28,159,0.3936,0.1163,0,59.6709,-172.57502,O-24,84,-0.5,7162022,3,EBS,0.29547764227642276,29.547764227642276,3.3843508168529666,2022
2022-AKK-186,202201,162,153,1,94.9,19.13,374,0.3597,0.138,0,60.13564,-173.7605,QP2625,88,-0.2,7172022,4,EBS,0.38365304420350294,38.36530442035029,2.6065217391304345,2022
2022-AKK-188,202201,162,186,2,58.05,0,71,0.3591,0.0977,0,60.33585,-177.37448,Q-31,149,1.6,7262022,5,EBS,0.27206906154274574,27.206906154274574,3.6755373592630503,2022
2022-AKK-190,202201,162,151,1,78.44,14.23,195,0.3258,0.1014,0,59.6709,-172.57502,O-24,84,-0.5,7162022,3,EBS,0.3112338858195212,31.12338858195212,3.2130177514792897,2022
2022-AKK-191,202201,162,192,2,47.61,0,25,0.3261,0.1172,0,61.33116,-176.30919,T-29,106,0.9,7272022,5,EBS,0.35939895737503835,35.93989573750383,2.782423208191126,2022
2022-AKK-192,202201,162,151,1,85.78,14.12,241,0.3844,0.1176,0,59.6709,-172.57502,O-24,84,-0.5,7162022,3,EBS,0.3059313215400624,30.59313215400624,3.2687074829931975,2022
2022-AKK-193,202201,162,127,1,104.35,19.36,397,0.3282,0.0941,0,58.66451,-170.43344,L-21,74,-0.1,7052022,3,EBS,0.28671541742839735,28.671541742839736,3.487778958554729,2022
2022-AKK-194,202201,162,127,1,98.57,18.28,268,0.3774,0.1048,0,58.66451,-170.43344,L-21,74,-0.1,7052022,3,EBS,0.27768945416004237,27.768945416004236,3.601145038167939,2022
2022-AKK-195,202201,162,151,1,80.79,19.49,194,0.3276,0.1065,1,59.6709,-172.57502,O-24,84,-0.5,7162022,3,EBS,0.3250915750915751,32.50915750915751,3.076056338028169,2022
2022-AKK-196,202201,162,189,1,84.07,13.27,191,0.3233,0.1516,0,61.00789,-177.6324,S-31,135,1.5,7262022,5,EBS,0.4689143210640273,46.89143210640273,2.1325857519788913,2022
2022-AKK-197,202201,162,192,2,51.71,0,45,0.3609,0.1175,0,61.33116,-176.30919,T-29,106,0.9,7272022,5,EBS,0.32557495151011356,32.55749515101136,3.071489361702128,2022
2022-AKK-198,202201,162,127,1,95.81,17.86,256,0.3774,0.119,0,58.66451,-170.43344,L-21,74,-0.1,7052022,3,EBS,0.3153153153153153,31.53153153153153,3.1714285714285717,2022
2022-AKK-199,202201,162,127,1,96.21,17.5,220,0.3011,0.0844,0,58.66451,-170.43344,L-21,74,-0.1,7052022,3,EBS,0.2803055463301229,28.03055463301229,3.5675355450236963,2022
2022-AKK-200,202201,162,123,1,87.15,15.57,NA,0.3129,0.0694,0,59.32744,-170.53788,N-21,69,0.1,7042022,3,EBS,0.22179610099073185,22.179610099073184,4.508645533141211,2022
2022-VA-1,202201,94,110,2,59.11,0,NA,0.2925,0.0795,0,58.33895,-169.11492,K-19,68,0.9,7022022,3,EBS,0.27179487179487183,27.179487179487182,3.6792452830188678,2022
2022-VA-2,202201,94,94,2,50.31,0,NA,0.2795,0.0857,0,57.65536,-168.40507,I-18,70,1,6272022,2,EBS,0.30661896243291586,30.661896243291586,3.2613768961493586,2022
2022-VA-3,202201,94,94,2,52.4,0,NA,0.3103,0.092,0,57.65536,-168.40507,I-18,70,1,6272022,2,EBS,0.2964872703834998,29.648727038349982,3.372826086956522,2022
2022-VA-4,202201,94,115,1,85.13,16.39,NA,0.3084,0.1082,0,59.34587,-169.22528,N-19,50,2.5,7032022,3,EBS,0.3508430609597925,35.08430609597925,2.8502772643253236,2022
2022-VA-5,202201,94,134,1,76.8,15.33,186,0.3209,0.0896,1,58.66024,-171.7168,L-23,91,-0.2,7122022,3,EBS,0.27921470863197256,27.921470863197257,3.5814732142857144,2022
2022-VA-6,202201,94,94,2,53.77,0,NA,0.2087,0.0654,0,57.65536,-168.40507,I-18,70,1,6272022,2,EBS,0.31336847149017727,31.33684714901773,3.191131498470948,2022
2022-VA-7,202201,94,116,2,48.03,0,NA,0.0603,0.025,0,59.32724,-169.88624,N-20,61,0.8,7032022,3,EBS,0.41459369817578773,41.459369817578775,2.412,2022
2022-VA-8,202201,94,112,1,91.56,16.92,NA,0.3848,0.1209,0,58.98863,-169.17239,M-19,54,1.6,7022022,3,EBS,0.3141891891891892,31.41891891891892,3.182795698924731,2022
2022-VA-9,202201,94,110,2,47.25,0,34,0.3463,0.0923,0,58.33895,-169.11492,K-19,68,0.9,7022022,3,EBS,0.266531908749639,26.6531908749639,3.7518959913326113,2022
2022-VA-10,202201,94,136,1,90.56,14.37,NA,0.3143,0.0876,0,59.33373,-171.84187,N-23,79,-0.5,7132022,3,EBS,0.2787146038816417,27.87146038816417,3.5878995433789957,2022
2022-VA-11,202201,94,136,1,74.13,10.66,NA,0.3711,0.1055,0,59.33373,-171.84187,N-23,79,-0.5,7132022,3,EBS,0.2842899488008623,28.42899488008623,3.5175355450236965,2022
2022-VA-12,202201,94,112,2,51.4,0,NA,0.326,0.1077,0,58.98863,-169.17239,M-19,54,1.6,7022022,3,EBS,0.3303680981595092,33.03680981595092,3.0269266480965644,2022
2022-VA-13,202201,94,137,1,82.5,12.78,186,0.3664,0.1054,0,59.32165,-171.17434,N-22,74,-0.2,7132022,3,EBS,0.28766375545851525,28.766375545851524,3.4762808349146113,2022
2022-VA-14,202201,94,97,2,45.47,0,NA,0.3202,0.0946,0,58.31114,-167.83477,K-01,61,0.8,6282022,3,EBS,0.29544034978138667,29.54403497813867,3.3847780126849893,2022
2022-VA-15,202201,94,94,2,49.17,0,NA,0.2689,0.0849,0,57.65536,-168.40507,I-18,70,1,6272022,2,EBS,0.31573075492748237,31.573075492748238,3.1672555948174317,2022
2022-VA-16,202201,94,94,2,49.47,0,NA,0.2707,0.0817,0,57.65536,-168.40507,I-18,70,1,6272022,2,EBS,0.3018101219061692,30.18101219061692,3.313341493268054,2022
2022-VA-17,202201,94,142,1,84.01,11.15,222,0.3803,0.1104,0,59.98028,-171.2998,P-22,68,-0.2,7142022,4,EBS,0.2902971338417039,29.029713384170392,3.4447463768115947,2022
2022-VA-18,202201,94,117,2,53.74,0,NA,0.2703,0.0874,0,59.0026,-169.83127,M-20,63,0.9,7042022,3,EBS,0.32334443211246766,32.334443211246764,3.092677345537757,2022
2022-VA-19,202201,94,142,1,71.89,10.38,148,0.3733,0.1049,0,59.98028,-171.2998,P-22,68,-0.2,7142022,4,EBS,0.2810072327886418,28.10072327886418,3.558627264061011,2022
2022-VA-20,202201,94,93,2,50.38,0,NA,0.3022,0.0852,0,57.48975,-168.7529,IH1918,72,1.3,6272022,2,EBS,0.2819324950363997,28.193249503639972,3.546948356807512,2022
2022-VA-21,202201,94,138,1,73,11.05,128,0.3243,0.1006,0,59.66689,-171.25353,O-22,71,-0.2,7132022,3,EBS,0.31020659882824547,31.020659882824546,3.2236580516898607,2022
2022-VA-22,202201,94,107,1,93.06,16.66,NA,0.3229,0.0679,0,57.82862,-169.97711,JI2120,72,0.5,7012022,2,EBS,0.21028182099721276,21.028182099721278,4.755522827687776,2022
2022-VA-23,202201,94,138,1,73.13,10.12,124,0.3662,0.1154,0,59.66689,-171.25353,O-22,71,-0.2,7132022,3,EBS,0.3151283451665756,31.512834516657563,3.173310225303293,2022
2022-VA-24,202201,94,116,2,50.48,0,NA,0.3066,0.108,0,59.32724,-169.88624,N-20,61,0.8,7032022,3,EBS,0.35225048923679064,35.22504892367906,2.8388888888888886,2022
2022-VA-25,202201,94,142,2,57.41,0,NA,0.3637,0.1317,0,59.98028,-171.2998,P-22,68,-0.2,7142022,4,EBS,0.3621116304646687,36.21116304646687,2.761579347000759,2022
2022-VA-26,202201,94,142,1,70.75,10.18,124,0.3327,0.1208,0,59.98028,-171.2998,P-22,68,-0.2,7142022,4,EBS,0.36308987075443344,36.30898707544334,2.754139072847682,2022
2022-VA-27,202201,94,112,2,46.02,0,NA,0.3016,0.0913,0,58.98863,-169.17239,M-19,54,1.6,7022022,3,EBS,0.30271883289124674,30.271883289124673,3.3033953997809413,2022
2022-VA-28,202201,94,140,1,75.04,12.58,146,0.3194,0.0913,0,59.82478,-172.25274,PO2423,75,-0.6,7142022,4,EBS,0.2858484658735128,28.584846587351283,3.498357064622125,2022
2022-VA-29,202201,94,142,2,56.36,0,58,0.361,0.1399,0,59.98028,-171.2998,P-22,68,-0.2,7142022,4,EBS,0.3875346260387812,38.75346260387812,2.5804145818441744,2022
2022-VA-30,202201,94,135,1,92.7,18.74,328,0.3116,0.1128,0,58.99078,-171.77895,M-23,87,0.1,7132022,3,EBS,0.362002567394095,36.2002567394095,2.7624113475177303,2022
2022-VA-31,202201,94,135,1,71.72,11.92,138,0.3597,0.1198,0,58.99078,-171.77895,M-23,87,0.1,7132022,3,EBS,0.33305532388101194,33.30553238810119,3.0025041736227047,2022
2022-VA-32,202201,94,142,1,73.24,10.9,NA,0.2984,0.1008,0,59.98028,-171.2998,P-22,68,-0.2,7142022,4,EBS,0.3378016085790885,33.78016085790885,2.9603174603174605,2022
2022-VA-33,202201,94,142,1,79.32,12.53,174,0.3253,0.1014,0,59.98028,-171.2998,P-22,68,-0.2,7142022,4,EBS,0.31171226560098375,31.171226560098376,3.2080867850098618,2022
2022-VA-34,202201,94,142,2,60.02,0,66,0.3154,0.1167,0,59.98028,-171.2998,P-22,68,-0.2,7142022,4,EBS,0.37000634115409003,37.00063411540901,2.702656383890317,2022
2022-VA-35,202201,94,138,1,74.69,11.27,144,0.3688,0.1116,0,59.66689,-171.25353,O-22,71,-0.2,7132022,3,EBS,0.30260303687635576,30.260303687635577,3.304659498207885,2022
